Users,Comments,Labels
lmRaN MaHiR,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
M Ashraf,@MaryamNSharif Madam Maryam Bibi.we missed you so much at the #pdmjalsa in Lorelei.The only question on everyone'sÖ https://t.co/YOfGGuI1F7,Agree
M Ashraf,@MaryamNSharif Madam Maryam Bibi.we missed you so much at the #pdmjalsa in Lorelei.The only question on everyone'sÖ https://t.co/YOfGGuI1F7,Agree
M Asif Sahib,Goooooood,Agree
M Asif Sahib,Zendabad,Agree
M Hayat Ullah,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
m ilyas ??swati??,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
M Saleh Khan,Weldon mawlana,Agree
M Saleh Khan,Zindabad mashallah mawlana,Agree
M Shahid Afridi,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
M. Fasih Sidd,Agreed,Agree
M. Usman Haidar NA 103,RT @MaizaHameed: Scenes from back side of Minr A Pakistan full crowd during @MaryamNSharif speech #PDMJalsa numbers speak for themselves hÖ,Agree
M. Usman Haidar NA 103,RT @MaizaHameed: Scenes from back side of Minr A Pakistan full crowd during @MaryamNSharif speech #PDMJalsa numbers speak for themselves hÖ,Agree
Maher Adeel,Daughter of lion,Agree
Mahmood Soomro,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Majeed Tak,"#PDM chief Fazlur Rehman expects huge turnout at Loralai rally

""People`s response 2 d PDM public meetings is unpreÖ https://t.co/JkygWCzxBE",Agree
Malik Fazal Dehwar,Good,Agree
Malik Irfan,Nice g,Agree
Mamoor Raiyan,Great Mulana,Agree
Manoo,"@MaryamNSharif What u have done to PMLN...#PDM annihilated it ... no one could hv done better than you...
Good going ..
Cheers
Love 
PTT...??",Agree
Manzoor Ali,Great,Agree
Maqsood Asi ????,RT @mughalbha: 1 - Havoc wreaked by former finance minister #IshaqDar ës interview in BBCís show Hardtalk. https://t.co/xsEtBc3j3t | #BroadÖ,Agree
Mariyam Irfan,A lot of crowd had gathered to see u but u didnot come!!,Agree
Measum Abbas Dayal,GO IMRAN KHAN NIAZI GO,Agree
Meer Wais Khan,RT @NisarGandapur2: We did not make #PDM against @ImranKhanPTI. We made the PDM because the people have to decide that the army is for PakiÖ,Agree
MeharZaada,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Mehr Ali,"Letís go Letís go Letís go to Islamabad In support of PMLN and PDM on 19th January ,
District Attock Team of PMLN iÖ https://t.co/XkC8Y2BIRH",Agree
Michelle Stone,"Want a glimpse of what's on the horizon for 
@AutodeskVault? Be sure to check out our roadmap - see how we intend tÖ https://t.co/vTl1JLfnlz",Agree
Mihtab Khan Khan,Congratulations,Agree
Mk Arbab,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
MNS MFR PMLN @ PDM,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Mohammad Huzaifa,Good,Agree
Mohammad Khan Mohammad Khan,Good,Agree
Mohammad Uzair,Good,Agree
Mohammed Ameen,"also, bring forward the previous video clip of IK made against the army",Agree
Mohsin Shah,Good,Agree
Mubesher Sheraz Mubesher Sheraz,Wel don,Agree
Mudassar Ali,BTW...... She speak thruth......,Agree
Muddasir Buneray,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Mufti Abdul Wahid Qureshi,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Mufti Fayaz Ali Haqqani,Emame enkelab,Agree
Mufti jwaz,"RT @MehrAli09898342: Letís go Letís go Letís go to Islamabad In support of PMLN and PDM on 19th January ,
District Attock Team of PMLN is fÖ",Agree
Mufti Sab,Mashullah great lidr,Agree
Muhammad ADIL,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Muhammad Arshad Rahman,Great people,Agree
Muhammad Bin Mushtaq,Go niazi go,Agree
Muhammad Ejaz,Mashallah molana zindabad Allah de kamyab lara.,Agree
Muhammad Hussain,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Muhammad ishfaq,"RT @CTV_Digital: Federal government will not create hurdles in the oppositionís protests: Sheikh Rasheed 

#CapitalTV #PTIGovernment #SheikÖ",Agree
Muhammad Junaid Ahmed,Great leader,Agree
Muhammad Naseem,Great leader,Agree
Muhammad Naseem,Gud oy gud sherni,Agree
Muhammad Pir,Good ŸÖÿ±€åŸÖ ŸÜŸàÿßÿ≤,Agree
Muhammad Qadir,Great,Agree
Muhammad Rashid Ali Choudhary,RT @MaizaHameed: Scenes from back side of Minr A Pakistan full crowd during @MaryamNSharif speech #PDMJalsa numbers speak for themselves hÖ,Agree
Muhammad Rashid Ali Choudhary,RT @MaizaHameed: Scenes from back side of Minr A Pakistan full crowd during @MaryamNSharif speech #PDMJalsa numbers speak for themselves hÖ,Agree
Muhammad Rehan,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Muhammad Sabtain Sadiq,Good job,Agree
Muhammad Safdar,Good,Agree
Muhammad Safdar Ali,Good,Agree
Muhammad Saleem,Great,Agree
Muhammad Salim,Great,Agree
Muhammad Shah,great,Agree
Muhammad Sharjeel,"All he needs is self-glorification and capturing the multi-media limelight in order to make his presence felt in the political arena, stay afloat, rally support, get counted, look busy, motivate fans, seek funds and dream of becoming the head of the stÖ",Agree
Muhammad Shoaib Lashari,awsoemee,Agree
Muhammad Shoaib Quraishi,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Muhammad Siddiq Kabalgrami?,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Muhammad Waseem,Go Niyaziii go,Agree
Muhammad Yahya,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Muhib Khan,Great leader,Agree
Muhib Ullah,Mashallah moulana salant rhoo,Agree
Muhib Ullah,Moulana zindabad,Agree
Mujeeb Zia,Great,Agree
MumtazBikak,"RT @MPASajidJokhio: Malir as always forte of PPP. My jiyalas of malir come and join me in #Multan, let's show #Malir rejects this selectedÖ",Agree
MumtazBikak,"RT @MPASajidJokhio: Malir as always forte of PPP. My jiyalas of malir come and join me in #Multan, let's show #Malir rejects this selectedÖ",Agree
Munawar Khan,Nice to say maulana,Agree
Mwaqar - #Dr.FAUCI: ''MASKS WORK. USE THEM'',"Video - #KhabarSayAagay #NayaDaur #PDM - Muhammad Ali Durrani On Meetings With Shehbaz Sharif, And His Efforts ForÖ https://t.co/FgoA45ZQID",Agree
Mwaqar - #Dr.FAUCI: ''MASKS WORK. USE THEM'',"Video - #KhabarSayAagay #NayaDaur #PDM - Muhammad Ali Durrani On Meetings With Shehbaz Sharif, And His Efforts ForÖ https://t.co/0Z6XFhLLAd",Agree
Naqeebullah,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Naseem Anp,go imran go,Agree
Nasrullah Khan Noonari,Geo,Agree
Naveed Ahmad,Great,Agree
Nazia Khan,RT @mughalbha: 1 - Havoc wreaked by former finance minister #IshaqDar ës interview in BBCís show Hardtalk. https://t.co/xsEtBc3j3t | #BroadÖ,Agree
Niaz Mehmood Khan JTI Guddu City,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Nilofer Afridi Qazi,@arifanoor72 There u go.... once again back to square nro.... enjoy #PDM supporters,Agree
Nimra Badar,GREAT,Agree
Nisar Gandapur,We did not make #PDM against @ImranKhanPTI. We made the PDM because the people have to decide that the army is forÖ https://t.co/2a7YhdQTsk,Agree
Nizam Ullah,Go Neyazi Go,Agree
Noaman Masood,Great,Agree
Nomii NawAb,Molana zindabad,Agree
NPP News TV,"@murtazawahab1 Press Conference 

#MurtazaWahab #PPP #SindhGovernment #PDM #SaveNaturalResources #CongratsPMIKÖ https://t.co/S6hcqqK8La",Agree
ÿßŸÜŸàÿ± ÿßŸÜŸàÿ±,molana zinda bad,Agree
ÿ∂€åÿßÿ° ÿßŸÑÿ±ÿ≠ŸÖÿßŸÜ ÿ∂€åÿßÿ° ÿßŸÑÿ±ÿ≠ŸÖÿßŸÜ,Good,Agree
ÿ≥ÿ±ÿ®⁄©ŸÅ ÿ≥ÿ±ÿ®ŸÑŸÜÿØ ÿØ€åŸàÿ®ŸÜÿØÿØ€åŸàÿ®ŸÜÿØ,Muolana saib zindabad,Agree
Omer Dir,great g,Agree
Omer Pashtoon,RT @NisarGandapur2: We did not make #PDM against @ImranKhanPTI. We made the PDM because the people have to decide that the army is for PakiÖ,Agree
Oussama Tariq,Great pmln,Agree
PakArmy,"RT @Pak_Destiny: PDM is done and dusted, Nawaz to chill out in London https://t.co/cqMeTtvQFF 

#????_????_???? #AskSelectors #DGISPR #PDMRÖ",Agree
PakArmy,"RT @Pak_Destiny: PDM is done and dusted, Nawaz to chill out in London https://t.co/cqMeTtvQFF 

#????_????_???? #AskSelectors #DGISPR #PDMRÖ",Agree
PakDestiny.com,"PDM is done and dusted, Nawaz to chill out in London https://t.co/cqMeTtvQFF 

#????_????_???? #AskSelectorsÖ https://t.co/aAOceE5xJW",Agree
Paul Munford,"RT @stoneformation: Want a glimpse of what's on the horizon for 
@AutodeskVault? Be sure to check out our roadmap - see how we intend to maÖ",Agree
PDM,"ìWe are in this together and we will get through this togetherî 
~Antonio Guterres 
Secretary General ofÖ https://t.co/6EwGQq7Wvb",Agree
PMLN Lioness??,"RT @NPPNewsTV: PMLN Spokesperson @Marriyum_A Aggressive on Government While Doing Media Talk

@Marriyumkafan #PMLN #PDM #NAB #CongratsPMIKÖ",Agree
Prince Waheed,good m,Agree
Qaisar Khan Khattak (dr meshi natalday ??),"@shahzad_787 @ajmaljami Lol, They've been thrown out of #PDM on day one. Rst, Scurty? It's not an open enemy thatÖ https://t.co/HwnXX1zRyU",Agree
Qari Raees Muhammad,Good molana,Agree
Qasim Quraishi,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Qudoos Gadani,Fantastic,Agree
Rafat Shaheen,Good,Agree
Rafiq Ahmed Zaur,jeo molana,Agree
Raham Gul,Mulana sb qabile ahatiram hy,Agree
Raheem Khan,allahap ap ko zindagi ata far mai,Agree
Rai Shahid Imran,Very good Khan,Agree
Raja Muhammad Bilal Khan,Good,Agree
Rakibul Mojeb,Good,Agree
Rana Saqib Shahzad,Great,Agree
Raquf Qadri,"#PDM is not against Army. Its struggle is against the corruption and dictatorship of federal govt - Fazal-ur-Rehman
https://t.co/AFf00YQOTq",Agree
Rashid Bhatti,"RT @LalaMuradKhan: Today, Met President PPP Sindh Nisar Ahmed Khuhro Sb at his residence in Karachi. PSF being the frontline force of ChairÖ",Agree
Rauof Nawab PML N Kasur ????,Great work by @AzmaBokhariPMLN &amp; other pmln officials https://t.co/vK0A0tsIIS,Agree
Razi Akber,Great,Agree
RDX,"@Yasir_PMLN07 @AshrafRa9 @AzmaBokhariPMLN Mashallah very nice picture, all look like family ?????? proud to be a pmlnÖ https://t.co/B8zdtcdr1P",Agree
Rebel Girl,"RT @iam_roha: Okay !!! Don't be Jealous #PDM 
#PakistanShocksIndia #CongratsPMIK #EmergingPakistanWithPMIK https://t.co/WEJUGgmAyC",Agree
Rehmat ullah,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Rezwan Khan,"Forthcoming Prime Minister of Pakistan, Wait and Watch",Agree
Rizwam Mrizwan,Zabradast,Agree
Rizwan Ahsan,Mulna znda bd,Agree
Rizwan Elahi,Good job,Agree
Rupak Ranjan Mohapatra,Good show MashaAllah but please go to condole & sit with mourners in Quetta without any further loss of time...,Agree
saadiashaiq,RT @NawabAliKhan7: When will NAB open its eyes and start investigating the BRT scam? This is Khyber bazar section. Photo credits Mehmood AsÖ,Agree
Sabir Ali,good,Agree
Sadaqat Khan,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Saddam Hussain,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Sadia Khan,Good,Agree
Saeed Awan,Good. I wait for love from you ????,Agree
saeed soomro jui sujawal,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Safa Safa,Hi I am supporter you,Agree
Sahil Tariq,Good,Agree
Saif Ullah Khan Naroot,Great,Agree
Sajad Wani,Appreciate bilwal..,Agree
Salim Mayari,Best,Agree
Salim Mayari,Masha Allah,Agree
Salman Siddiq,Ap waqia leader ho,Agree
Samar ZH,Great Leader,Agree
Sania Afridi,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Sanjay Gujjar,RT @Par1Ke: The monumental scale of corruption done by #ImraanKhan and his ministers has been exposed and the opposition's Pakistan DemocraÖ,Agree
Sappu Ram,RT @Par1Ke: The monumental scale of corruption done by #ImraanKhan and his ministers has been exposed and the opposition's Pakistan DemocraÖ,Agree
Sappu Ram,RT @Par1Ke: The monumental scale of corruption done by #ImraanKhan and his ministers has been exposed and the opposition's Pakistan DemocraÖ,Agree
Saqib Atiq,Good,Agree
Sardar Ali,Good,Agree
SAYHOON NEWS,The PDM has accused Prime Minister Imran Khan of rigging the 2018 elections with the help of the military but the gÖ https://t.co/6JUAKozzWH,Agree
SAYHOON NEWS,"Maulana Fazlur Rehman, head of Pakistan Democratic Movement (PDM), has said that the decisive time has come and itÖ https://t.co/CF5Pxd5z08",Agree
Senseye,"Being proactive with your #predictivemaintenance strategies should lead to success, but more often or not companiesÖ https://t.co/Gj5jonRLtq",Agree
Senseye,"We are taking your #PdM journey to the finish line ??.

?Announcing the NEW Senseye PdM Complete - a powerful combinÖ https://t.co/JlbAj2DsYI",Agree
Shah Jee,Good,Agree
Shah Jee,Zbr10,Agree
Shahbaz Riaz,Good,Agree
Shaheryar Khan,B Sher Sher Sher,Agree
Shahid Arif,Great,Agree
Shahid Lashari,Congress for huge pdm croud keep it up,Agree
Shahnawaz Khan,Good,Agree
Shaiq Feroz,Amry must be accountable for this,Agree
Shamal Khan,"#PDM is the collation of All democratic parties.
#PDMLoralaiJalsa",Agree
Shams Baig,Democracy will continue to defeat dictatorship,Agree
Sheeraz Ahmed,"RT @thenews_intl: ""Sometimes he says there should be a system modeled after Madina, sometimes he calls for a Chinese system,"" says #PDM chiÖ",Agree
Shehryar Abbas Zaidi,Great leader,Agree
Sheikh Mohammad,Democracy zindabad,Agree
Shiekh Rasik,Good,Agree
Siddique Ahmad,Great,Agree
Sikandar Khan,Bat Tu Sahi Kahi Hai Wesay,Agree
Sikandar Khan,Good,Agree
Sikander Bakht Sedhan,RT @AzarMx: Just realized that a massive movement such as #PDM should have some branding. So here's PDMs all new logo. Hope you'll figure iÖ,Agree
Siraj Ahmed,Molana Sab Gareet,Agree
Siraj Ahmed,Nice Gareet lideran,Agree
Slahuddin Soomro,RT @VishalSehgal4U: #MaulanaFazlurRehman believes that the government has no moral justification to remain in power &amp; #PMImranKhan will havÖ,Agree
Slahuddin Soomro,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Sohail Maseed,Good,Agree
Sudais Khan,Election commission is sleeping,Agree
Sufyan Waraich,Good,Agree
Summayyah Shafique,"He is a bravo man like Lion, if he was not suffering from a life threatening disease he would come to Pakistan,and would address the PDM jalsa",Agree
Syed Ahmed Shah,RT @DRMS03: @MaryamNSharif A humble request from a Pmln lover and worker ìPlease keep the pace of PDM movement up. Donít let it slow down aÖ,Agree
Syed Ali HayDer,Great,Agree
Syed Hussain,Good,Agree
Syed Hussain,Great mam,Agree
Syed Murtaza Shah,Congrats,Agree
Syed Rehmat,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Syed Rehmat Ullah,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Syedali Syedali,Great,Agree
Tabassum Khan,A1*,Agree
Tahir Korejo,Great,Agree
Tanveer Khan,Great,Agree
Tanvir Rahat,Go Niazi go,Agree
Tanzeel Ahmad,Excellent,Agree
Tanzeel Qureshi,"Letís go Letís go Letís go to Islamabad In support of PMLN and PDM on 19th January ,
District Rawpindi Team of PMLNÖ https://t.co/Tj1JgfQEDX",Agree
Tarik Ahmad,RT @Par1Ke: The monumental scale of corruption done by #ImraanKhan and his ministers has been exposed and the opposition's Pakistan DemocraÖ,Agree
Tariq Rauf Afridi,Great gathering,Agree
Tariq Walayat,Good,Agree
Tariq Walayat,Great,Agree
Tariq Walayat,Well done,Agree
Tariq Walayat,Zindabad,Agree
Tayyaba Nawaz,Good,Agree
The Jamiat News_1,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
The Khyber Times,"Live: Important Press Conference of Secretary General PML-N Ahsan Iqbal.
https://t.co/kohSmlkUws
.
#PDMLoralaiJalsaÖ https://t.co/oLUhH4SJlJ",Agree
The News,"""Sometimes he says there should be a system modeled after Madina, sometimes he calls for a Chinese system,"" saysÖ https://t.co/WgRsdirq6H",Agree
Tipu,RT @siasatdania: Dedicated to #PDM,Agree
Tol_Capone,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Toqeer Khan,Niazi Fasadi,Agree
Tousif Ahmed,Hence proved #PTIGovernment FAKE and FRAUDULENT so I request all #PDM and @MaryamNSharif @BBhuttoZardariÖ https://t.co/iZtfBDLzeC,Agree
True_Solider,"RT @Pak_Destiny: PDM is done and dusted, Nawaz to chill out in London https://t.co/cqMeTtvQFF 

#????_????_???? #AskSelectors #DGISPR #PDMRÖ",Agree
Ubaid Khan,Nic,Agree
Ubaid Sindhi || JUI SMT THATTA,"RT @IhsanMarwat_786: #PDM Loralai power shows Beautiful sceens

#MaulanaLeadsPDM_Loralai https://t.co/FUvOPVp4Et",Agree
Umar Gee,mashalla,Agree
Umar Zaman,Truth canít be hidden for long. Corrupt Puppet Party exposed. PM Select @ImranKhanPTI blamed others for his own criÖ https://t.co/fNW1700DW3,Agree
Umar Zaman,Truth canít be hidden for long. The Fraudulent Puppet Party. #ForeignFundingCase #CorruptPuppetNiaziÖ https://t.co/Ik7aKzlMLt,Agree
Umer Khan,Correction: Govt will go home in Jan 2023: Billo is right,Agree
Usman Baloch,Molana zindabad,Agree
Usman Javeid,Bilawal always makes sensible points. Hope he gets a major role in the new scheme of things. Fresh ideas and visionaries very much needed to make positive changes!,Agree
Usman Mirza,Good,Agree
V Yal Wazir,Wa g mulana,Agree
Varun Vohra,#PMLN vice president Maryam Nawaz is also expected to attend the #PDM show in Loralai and former Prime Ministers YoÖ https://t.co/oYwSgzmZJ9,Agree
Varun Vohra,"#PDM chief Fazlur Rehman expects huge turnout at Loralai rally

A no of rallies hv bn organised in #Malakand,Ö https://t.co/J6czHXhhsw",Agree
Vishakha Bansal,"#PDM chief Fazlur Rehman expects huge turnout at Loralai rally

""People's response 2 PDM public meetings is unpreceÖ https://t.co/2TzM8J14Pv",Agree
