users,comments,labels,,
??? ???? ?????,RT @PTIOfficialISB: PDM parties stand totally exposed. #PakistanRejectsPDM,disagree,,
????? ??? ?????,"Im shiraz bukhari completely reject corrupt PDM
Any one who agree with me 
Should Retweet
#PakistanRejectsPDM https://t.co/224S6qHYxg",disagree,,
????iBleed Green????,"RT @AliRazaTweets: #PakistanRejectsPDM

Fazal-ur-Rehman wants to become MNA
Nawaz Sharif wants his re-entry in politics
Asif Zardari wants…",disagree,,
???? ??? ???? ?? ?? ??.,"RT @hansbadvi: I Reject PDM From Karachi

#PakistanRejectsPDM",disagree,,
Sana Bajwa,RT @PTIOfficialRWP: The leading person of PDM is also alleged of making corruption that’s why #PakistanRejectsPDM https://t.co/bakwhRLCrH,disagree,,
Abrar Mahboob,"RT @AliRazaTweets: #PakistanRejectsPDM

I, Ali Raza from Hyderabad, reject PDM",disagree,,
Anser Akrum,RT @ErummKhan: Not only Pakistan ... Parties in PDM also rejects each other #PakistanRejectsPDM,disagree,,
PTI Rwp Official,"RT @IVF_Agent: Presenting you the Real Israels Agent.
@Hum_IVF
#PakistanRejectsPDM https://t.co/vxnN6G5ZRu",disagree,,
????? ????,"#PakistanRejectsPDM
Prof. Rizvi also noted that the #PDM has never been clear about its agenda.
“Earlier they attac… https://t.co/ZfT3hL2Skv",disagree,,
Waqas Hameed,"RT @MAslam_K: The PDM is going to found for NRO outside the Election Commission
#PakistanRejectsPDM https://t.co/9C83clQl2V",disagree,,
????iBleed Green????,"RT @hamzaakrampk: Earlier Pakistanis and especially Pashtun Pakistanis rejected PTM.

Now once again all Pakistanis have rejected PDM as we…",disagree,,
IVF?M U N E E B ????????,"RT @Muhamma62820833: *#PakistanRejectsPDM*
@Hum_IVF
Noon League has gone out of the country, Sheen League has gone to jail while only Meem…",disagree,,
PTI Rwp Official,RT @SohaibA82559015: Let me say this today Allah is with us and we believe in his commands. He gave us hope in shape of Imran Khan and I sw…,disagree,,
PTI Rwp Official,"RT @LiaquatIVF: Pakistani politicians when NAB starts closing in on them...?? https://t.co/ESKzDHhqKZ
#PakistanRejectsPDM",sarcastic,,
PTI Rwp Official,"RT @SohaibA82559015: #PakistanRejectsPDM

Prime Minister Imran Khan has been striving hard to uplift weaker segment of the society, while t…",disagree,,
Erum Zaeem,Not only Pakistan ... Parties in PDM also rejects each other #PakistanRejectsPDM,disagree,,
PTI Rwp Official,"RT @NavyMaurya: #PakistanRejectsPDM is already on top

Well done Team @Hum_IVF
Keep exposing them and don't let people forget how PDM loote…",disagree,,
Muhammad Irfan,"RT @LongLiveBlh: This was the hypocrisy of PDM leaders that’s why #PakistanRejectsPDM 
They raised the voice why Government is not doing Co…",disagree,,
PTI Rwp Official,"RT @hansbadvi: I Reject PDM From Karachi

#PakistanRejectsPDM",disagree,,
PTI Rwp Official,RT @RaiShehzadJani1: Imran Khan became the Prime Minister by the power of the vote. No power in the world can remove it without any reason…,disagree,,
PTI Rwp Official,"RT @IVF_Agent: Some times pictures speak and you don't have to say a word.
@Hum_IVF
#PakistanRejectsPDM https://t.co/JGyp8pM1NH",disagree,,
PTI Rwp Official,"RT @PTIOfficialISB: Public has rejected the anti-state narratives by PDM.

Every person has access to social media so majority knows what's…",disagree,,
PTI Rwp Official,RT @PTIOfficialLHR: PDM has only succeeded in bringing their own political workers in the political gatherings rather than the common man.…,disagree,,
??? ?? ??????,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campai…,disagree,,
PTI Rwp Official,"RT @MBilalLakhani: While media keeps reading tea leaves on what PDM leaders are thinking, the real question is why did ???? people reject PDM…",neutral,,
Mubashar ????????,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
PTI Rwp Official,"RT @nazar_lahori: #PakistanRejectsPDM
Let me say this today Allah is with us and we believe in his commands. He gave us hope in shape of Im…",disagree,,
Rai Shehzad Jani,Imran Khan became the Prime Minister by the power of the vote. No power in the world can remove it without any rea… https://t.co/Z4LFrfI4t8,disagree,,
PTI Rwp Official,"RT @U_3322: Imran Khan became the Prime Minister by the power of vote. No power in the world can remove it without any reason.
#PakistanRe…",disagree,,
PTI Rwp Official,"RT @U_3322: These parties are fully corrupted,
They have exposed badly,
Every pakistani &amp; world also knows about their fraud. that's why #P…",disagree,,
Nabeel,RT @PTIOfficialRWP: The leading person of PDM is also alleged of making corruption that’s why #PakistanRejectsPDM https://t.co/bakwhRLCrH,disagree,,
Muhammad Irfan,"RT @Navy_Maurya: #PakistanRejectsPDM 
@ImranKhanPTI is indeed blessed with a long term vision; and this vision will change the dynamics for…",disagree,,
PTI Rwp Official,"RT @LiaquatIVF: Pakistan is moving forward under Imran Khan's regime.
1.Textile sector running at its full capacity after 30 years
2.Pakist…",disagree,,
PTI Rwp Official,"RT @hamzaakrampk: Earlier Pakistanis and especially Pashtun Pakistanis rejected PTM.

Now once again all Pakistanis have rejected PDM as we…",disagree,,
????? ??? ?????,"RT @Humanity_JKF: @hansbadvi I Reject PDM From Kashmir

#PakistanRejectsPDM",disagree,,
PTI Rwp Official,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
????? ??? ?????,"RT @zohaibaamir27: Rejected
#PakistanRejectsPDM",disagree,,
IZ,RT @PTIOfficialISB: PDM parties stand totally exposed. #PakistanRejectsPDM,disagree,,
????? ??? ?????,"RT @PTIOfficialRWP: This was the hypocrisy of PDM leaders that’s why #PakistanRejectsPDM 
They raised the voice why Government is not doing…",disagree,,
Waqas Hameed,"RT @hamzaakrampk: Earlier Pakistanis and especially Pashtun Pakistanis rejected PTM.

Now once again all Pakistanis have rejected PDM as we…",disagree,,
PTI Rwp Official,"RT @AliRazaTweets: #PakistanRejectsPDM

Fazal-ur-Rehman wants to become MNA
Nawaz Sharif wants his re-entry in politics
Asif Zardari wants…",disagree,,
Shoaib Qadeer Malik ??,RT @InsafPK: One of the reasons why #PakistanRejectsPDM is that the people have seen PM Imran Khan’s policies being successful. Textile ind…,disagree,,
Danish bhatt kashmiri,RT @PTIOfficialRWP: The leading person of PDM is also alleged of making corruption that’s why #PakistanRejectsPDM https://t.co/bakwhRLCrH,disagree,,
Markhor????,"RT @PTIOfficialRWP: Foreign Funding exposed.
Corruption exposed.
Money Laundering exposed.
Purpose of the PDM parties to get NRO to get rid…",disagree,,
Shoaib Qadeer Malik ??,"RT @U_3322: I Reject PDM From M.B.Din
#PakistanRejectsPDM https://t.co/lhMuBnGhdS",disagree,,
Muhammad Irfan,"*#PakistanRejectsPDM*
@Hum_IVF
Noon League has gone out of the country, Sheen League has gone to jail while only Me… https://t.co/DLftg9Pw3C",disagree,,
Shoaib Qadeer Malik ??,RT @Navy_Maurya: #PakistanRejectsPDM and entrust @ImranKhanPTI led government. https://t.co/MitkWRfeMP,disagree,,
Tehreek-e-Insaf,"RT @hamzaakrampk: Earlier Pakistanis and especially Pashtun Pakistanis rejected PTM.

Now once again all Pakistanis have rejected PDM as we…",disagree,,
Shoaib Qadeer Malik ??,"RT @nazar_lahori: #PakistanRejectsPDM
Let me say this today Allah is with us and we believe in his commands. He gave us hope in shape of Im…",disagree,,
Shoaib Qadeer Malik ??,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campai…,disagree,,
Shoaib Qadeer Malik ??,"RT @U_3322: Imran Khan became the Prime Minister by the power of vote. No power in the world can remove it without any reason.
#PakistanRe…",disagree,,
Nadia Shah?? (Zain ??),"I reject PDM from kharian

#PakistanRejectsPDM",disagree,,
Shoaib Qadeer Malik ??,"RT @1__Usama: #PakistanRejectsPDM

Prime Minister Imran Khan has been striving hard to uplift weaker segment of the society, while the oppo…",disagree,,
Tehreek-e-Insaf,"RT @AliRazaTweets: #PakistanRejectsPDM

Fazal-ur-Rehman wants to become MNA
Nawaz Sharif wants his re-entry in politics
Asif Zardari wants…",disagree,,
Muhammad Irfan,"RT @Jezzi_IK: To strike an ax on one's own foot is called PDM in political parlance.
#PakistanRejectsPDM https://t.co/usPZyHdvxw",disagree,,
Muhammad Irfan,"RT @Ch_Minahal: #PakistanRejectsPDM
I am addressing Manahel Chaudhry Indian mothers, sisters and brothers, just as Modi killed your family…",disagree,,
Omer Rafique,RT @InsafPK: One of the reasons why #PakistanRejectsPDM is that the people have seen PM Imran Khan’s policies being successful. Textile ind…,disagree,,
Muhammad Irfan,"RT @nomii646: #PakistanRejectsPDM 
PDM'S demands are part of international conspiracy against Imran khan. https://t.co/igOATrLjcC",disagree,,
Shoaib Qadeer Malik ??,"RT @hamzaakrampk: Earlier Pakistanis and especially Pashtun Pakistanis rejected PTM.

Now once again all Pakistanis have rejected PDM as we…",disagree,,
Faraz Ali,"RT @LiaquatIVF: Pakistan is moving forward under Imran Khan's regime.
1.Textile sector running at its full capacity after 30 years
2.Pakist…",disagree,,
Tehreek-e-Insaf,"RT @PTIOfficialRWP: Nawaz Shareef tried to leak the secrets of Pakistan in his online speech. 
He tried to show that Pak Army is not good D…",disagree,,
Danish bhatt kashmiri,"RT @hansbadvi: I Reject PDM From Karachi

#PakistanRejectsPDM",disagree,,
Muhammad Khawaja,"RT @LiaquatIVF: Pakistani politicians when NAB starts closing in on them...?? https://t.co/ESKzDHhqKZ
#PakistanRejectsPDM",sarcastic,,
Shoaib Qadeer Malik ??,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
Danesh Khan,"RT @hansbadvi: I Reject PDM From Karachi

#PakistanRejectsPDM",disagree,,
Tehreek-e-Insaf,RT @PTIOfficialRWP: The leading person of PDM is also alleged of making corruption that’s why #PakistanRejectsPDM https://t.co/bakwhRLCrH,disagree,,
A?f?s?h?a?n? T?a?r?i?q,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campai…,disagree,,
RaheelaRiaz,"RT @AliRazaTweets: #PakistanRejectsPDM

I, Ali Raza from Hyderabad, reject PDM",disagree,,
nergisbano,"RT @LiaquatIVF: Pakistan is moving forward under Imran Khan's regime.
1.Textile sector running at its full capacity after 30 years
2.Pakist…",disagree,,
????? ??? ?????,"RT @rizwanaqvi14: Pakistani people reject the 
Pakistan Dacko Movement
#PakistanZindabad
#PakistanRejectsPDM",disagree,,
Faraz Ali,"RT @AliRazaTweets: #PakistanRejectsPDM

Fazal-ur-Rehman wants to become MNA
Nawaz Sharif wants his re-entry in politics
Asif Zardari wants…",disagree,,
??u????m????e????r????a???? ????,"RT @H_afiz8: PPP and PML-N courtiers do not tire of lying shamelessly and brazenly in the morning and evening, Sharif and Zardari family ru…",angry,,
???? ????,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campai…,disagree,,
Muhammad Irfan,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
Fazlur Rehman is rejected by the people of his constituency and his every speech is star…",disagree,,
AJ STYLES??,RT @Navy_Maurya: #PakistanRejectsPDM and entrust @ImranKhanPTI led government. https://t.co/MitkWRfeMP,disagree,,
Tehreek-e-Insaf,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campai…,disagree,,
????? ??? ?????,"RT @DrAsmaBhatti2: Power does not corrupt the people,people corrupt power. Therefore corruption does not wins more then honesty.. #Pakistan…",neutral,,
AJ STYLES??,RT @InsafPK: One of the reasons why #PakistanRejectsPDM is that the people have seen PM Imran Khan’s policies being successful. Textile ind…,disagree,,
????? ??? ?????,RT @PTIOfficialRWP: These Said faces are indicating that #PakistanRejectsPDM https://t.co/kYPfIn9YTg,disagree,,
Danish bhatt kashmiri,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campai…,disagree,,
????? ??? ?????,RT @MissBakrii: #PakistanRejectsPDM and I Reject PDM from Karachi.??,disagree,,
????? ??? ?????,RT @KhadeejaBATOOL2: #PakistanMovingForward #PakistanRejectsPDM #Pakistan this is the reality.,disagree,,
Muhammad Khawaja,RT @InsafPK: One of the reasons why #PakistanRejectsPDM is that the people have seen PM Imran Khan’s policies being successful. Textile ind…,disagree,,
Qasim Mehmood,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campai…,disagree,,
Naveed,"RT @AliRazaTweets: #PakistanRejectsPDM

Fazal-ur-Rehman wants to become MNA
Nawaz Sharif wants his re-entry in politics
Asif Zardari wants…",disagree,,
????? ??? ?????,"RT @nomii646: #PakistanRejectsPDM
The main opposition parties #PPP and #PMLN had no answer about their own foreign funding and were, theref…",disagree,,
????? ??? ?????,"RT @OwaisKh47057325: #PakistanRejectsPDM is already on top

Well done Team @Hum_IVF
Keep exposing them and don't let people forget how PDM…",disagree,,
Muhammad Khawaja,"RT @1__Usama: #PakistanRejectsPDM

Prime Minister Imran Khan has been striving hard to uplift weaker segment of the society, while the oppo…",disagree,,
Naveed,RT @InsafPK: One of the reasons why #PakistanRejectsPDM is that the people have seen PM Imran Khan’s policies being successful. Textile ind…,disagree,,
????? ??? ?????,"RT @rizwanaqvi14: All thieves gathered against Imran Khan
#PakistanRejectsPDM",disagree,,
????? ??? ?????,RT @NaheedTq5: PDM doesn’t have any agenda they are just doing circus. The most corrupt gang is united to save the nation's looted money an…,disagree,,
Hafiz Usama Abubakar,"RT @1__Usama: #PakistanRejectsPDM

Prime Minister Imran Khan has been striving hard to uplift weaker segment of the society, while the oppo…",disagree,,
????? ??? ?????,"RT @NaheedTq5: As a conscious nation, every Pakistani knows that all the parties in the PDM have come together for their own interests to m…",disagree,,
Muhammad Khawaja,RT @Navy_Maurya: #PakistanRejectsPDM and entrust @ImranKhanPTI led government. https://t.co/MitkWRfeMP,disagree,,
?? ????,"He is a PERFECT drug &amp; I am his Addicate....
#PakistanRejectsPDM https://t.co/q5RGYo7PJg",disagree,,
????? ??? ?????,"RT @umar_251: #PakistanRejectsPDM
PDM/Fazlu rallies are the major cause of spreading COVID, contrary to the directives of Holy Prophet(pbuh…",disagree,,
????? ??? ?????,RT @AQadoosCA1002: We reject too #PakistanRejectsPDM,disagree,,
????? ??? ?????,RT @mutiulhaq777: #PakistanRejectsPDM and their sympathiser journalists.,disagree,,
ALI KHAN,"RT @U_3322: These parties are fully corrupted,
They have exposed badly,
Every pakistani &amp; world also knows about their fraud. that's why #P…",disagree,,
????? ??? ?????,"RT @Ghazalabaaji: @hansbadvi I Reject PDM From Lahore

#PakistanRejectsPDM",disagree,,
Muhammad Khawaja,"RT @U_3322: These parties are fully corrupted,
They have exposed badly,
Every pakistani &amp; world also knows about their fraud. that's why #P…",disagree,,
????? ????,Professor Hassan Askari Rizvi also agreed with Amir and maintained that “#PDM should know that the governments cann… https://t.co/xvGRWbmPAu,disagree,,
????? ??? ?????,"RT @ErshadBhatti5: I hate pdm 
Love Great Pm imran Khan ??
#PakistanRejectsPDM",disagree,,
????? ??? ?????,"RT @bajwa_tabassum: We are with Khan
We are with Pakistan #PakistanRejectsPDM",disagree,,
????? ??? ?????,"RT @SonofPakistan15: Pakistan rejects Pakistan Decoit's movement. These looters, thugs, killers looted Pakistan for decades and made their…",disagree,,
PTI Islamabad,"RT @AliRazaTweets: #PakistanRejectsPDM

Fazal-ur-Rehman wants to become MNA
Nawaz Sharif wants his re-entry in politics
Asif Zardari wants…",disagree,,
????? ??? ?????,RT @NaseemKWazir592: #PakistanRejectsPDM and people only trust on PM Imran Khan..,disagree,,
????? ??? ?????,"RT @munib_rehman1: #PakistanRejectsPDM which is Democracy whether its PML-N, PPP, PTI or whoever 
Pakistan only need Khilafah
#Time4Khilafa…",disagree,,
????? ??? ?????,"RT @SyedAliTurabK9: @hansbadvi I Reject PDM From Rawalpindi

#PakistanRejectsPDM",disagree,,
UMER UMH????,RT @InsafPK: One of the reasons why #PakistanRejectsPDM is that the people have seen PM Imran Khan’s policies being successful. Textile ind…,disagree,,
IamAadi,"RT @LiaquatIVF: Pakistan is moving forward under Imran Khan's regime.
1.Textile sector running at its full capacity after 30 years
2.Pakist…",disagree,,
??????????????????????????????,"RT @nazar_lahori: #PakistanRejectsPDM
Let me say this today Allah is with us and we believe in his commands. He gave us hope in shape of Im…",disagree,,
Muhammad Khawaja,"RT @U_3322: Imran Khan became the Prime Minister by the power of vote. No power in the world can remove it without any reason.
#PakistanRe…",disagree,,
????? ??? ?????,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF
Is the NRO only the purpose of life of PDM?
Why their terms are not on public rights?
I…",disagree,,
????? ??? ?????,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF
It’s clear that main parties of PDM are looking for NRO, that’s why still they didn’t p…",disagree,,
????? ??? ?????,"RT @Humanity_JKF: Rejected Tola
#PakistanRejectsPDM",disagree,,
????? ??? ?????,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF
Opposition parties, under the platform of PDM, have united to cover up their corruption…",disagree,,
Muhammad nawaz sunpal,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
Navy Maurya,"RT @JheduMalik: I Reject PDM from okara
@Hum_IVF
#PakistanRejectsPDM",disagree,,
Navy Maurya,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
the opposition wanted to National Reconciliation Ordinance (NRO) from the government to…",disagree,,
Navy Maurya,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
half of PDM leaders are fugitives and half are on bail who are demanding resignations.",disagree,,
R.E.S.I.S.S.T.A.N.C.E,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
Navy Maurya,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
The PDM is organizing big gathering at open places and creating impression that general…",disagree,,
??u????m????e????r????a???? ????,"RT @zohaibaamir27: Rejected
#PakistanRejectsPDM",disagree,,
??u????m????e????r????a???? ????,"RT @isizindabad786: #PakistanRejectsPDM
No TO NRO https://t.co/FVaea9zE5C",disagree,,
Navy Maurya,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF
These two parties are fully corrupted,
They have exposed badly,
Every pakistani and wo…",disagree,,
Navy Maurya,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
Pakistan Democratic Movement’s (PDM) identity is nothing more than a corrupt group.",disagree,,
Cafe Pyala,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
??u????m????e????r????a???? ????,"RT @munib_rehman1: #PakistanRejectsPDM which is Democracy whether its PML-N, PPP, PTI or whoever 
Pakistan only need Khilafah
#Time4Khilafa…",disagree,,
Navy Maurya,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
opposition parties were intentionally playing with health and lives of the people by hol…",disagree,,
Navy Maurya,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
Nawaz Sharif was doing hypocritical politics because he went to abroad and enjoying his…",disagree,,
??u????m????e????r????a???? ????,"RT @Jezzi_IK: To strike an ax on one's own foot is called PDM in political parlance.
#PakistanRejectsPDM https://t.co/usPZyHdvxw",disagree,,
??u????m????e????r????a???? ????,RT @DarakhshanArsh3: No one is above Law. #PakistanRejectsPDM https://t.co/dw4ODa5X6e,disagree,,
Navy Maurya,"RT @nomii646: #PakistanRejectsPDM 
PDM'S demands are part of international conspiracy against Imran khan. https://t.co/igOATrLjcC",disagree,,
H Âlî T?ÑH?,"My name is Ali
I Reject PDM From Karachi

#PakistanRejectsPDM",disagree,,
??u????m????e????r????a???? ????,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
Cafe Pyala,"RT @PTIOfficialISB: PDM tried to put pressure on government by creating chaos but they didn't know Khan well.

Khan clearly said no to NRO…",disagree,,
??u????m????e????r????a???? ????,"RT @Rashid_4002: #PakistanRejectsPDM
Look at the fate of Pakistanis that a family with 76 properties worth 800 800 million in London is sit…",disagree,,
?????????? ?????????? ??????????,"RT @nazar_lahori: #PakistanRejectsPDM
Let me say this today Allah is with us and we believe in his commands. He gave us hope in shape of Im…",disagree,,
Shaan Haq,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
??u????m????e????r????a???? ????,"RT @khsaqib9: Pak people rejects all chor parties
#PakistanRejectsPDM",disagree,,
Ahmad Ayaz,"#MaryamNawaz wants to go to #England 
#PakistanRejectsPDM https://t.co/brp7kQ8Wii",sarcastic,,
??u????m????e????r????a???? ????,"RT @Fazalkharoti: I Reject PDM From Quetta

#PakistanRejectsPDM",disagree,,
Saifurrehman M. Noman,RT @KhadeejaBATOOL2: #PakistanMovingForward #PakistanRejectsPDM #Pakistan this is the reality. https://t.co/ZkUBU7U8w4,disagree,,
Navy Maurya,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
Pakistan Democratic Movement (PDM), violating standard operating procedures (SOPs), in p…",disagree,,
Hafiz Usama Abubakar,"RT @nazar_lahori: #PakistanRejectsPDM
Let me say this today Allah is with us and we believe in his commands. He gave us hope in shape of Im…",disagree,,
Navy Maurya,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF
Maryam was accused of “shady business transactions” at the CSM, where she is a major sh…",disagree,,
Navy Maurya,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF

We've gone through a lot of hardships in the past, 
Please have strength until the end…",disagree,,
????????????????????????,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campai…,disagree,,
?????? ?????,"RT @nazar_lahori: #PakistanRejectsPDM
Let me say this today Allah is with us and we believe in his commands. He gave us hope in shape of Im…",disagree,,
MajorGeneralISPR,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
????? ??? ?????,RT @UmarHay29735756: I Reject PDM from UAE. #PakistanRejectsPDM,disagree,,
khurram,"RT @AliRazaTweets: #PakistanRejectsPDM

Fazal-ur-Rehman wants to become MNA
Nawaz Sharif wants his re-entry in politics
Asif Zardari wants…",disagree,,
Navy Maurya,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF

After listening to the PM's interview ,I have realized that as long as we have Imran K…",disagree,,
????? ??? ?????,"RT @PTIOfficialLHR: PDM was living in fools paradise, 

They tried to pressurise and blackmail the establishment to topple down a constitu…",disagree,,
Amjad Khan,"RT @hansbadvi: I Reject PDM From Karachi

#PakistanRejectsPDM",disagree,,
Awais Gilani,"First they abuse them &amp; now they r seeking for their support

#PakistanRejectsPDM https://t.co/nRXH8T9HVA",disagree,,
Azhar Jhedu,"RT @JheduMalik: My name is sadaqat And i Reject PDM
@Hum_IVF
#PakistanRejectsPDM",disagree,,
Atta Ur Rahman,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
Qasim Ali,RT @Navy_Maurya: #PakistanRejectsPDM and entrust @ImranKhanPTI led government. https://t.co/MitkWRfeMP,disagree,,
Maryam Chowdhry??,"RT @Raju__Bahi: I reject he and she...
Hhhhhhh

#PakistanRejectsPDM https://t.co/f7WcaBuccu",disagree,,
TAAKVIEM (Ash-Shazli),"These parties are fully corrupted,
They have exposed badly,
Every pakistani &amp; world also knows about their fraud. t… https://t.co/U9fpPFkXLo",disagree,,
A?f?s?h?a?n? T?a?r?i?q,RT @InsafPK: One of the reasons why #PakistanRejectsPDM is that the people have seen PM Imran Khan’s policies being successful. Textile ind…,disagree,,
Msjawad,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",do,,
Hi moon,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campai…,disagree,,
Hisban Memon,"RT @AliRazaTweets: #PakistanRejectsPDM

Fazal-ur-Rehman wants to become MNA
Nawaz Sharif wants his re-entry in politics
Asif Zardari wants…",disagree,,
?????? ??,"RT @zohaibaamir27: Rejected
#PakistanRejectsPDM",disagree,,
?????? ??,"RT @isizindabad786: #PakistanRejectsPDM
No TO NRO https://t.co/FVaea9zE5C",disagree,,
KHALID MANSOOR KHAN,"RT @AliRazaTweets: #PakistanRejectsPDM

Fazal-ur-Rehman wants to become MNA
Nawaz Sharif wants his re-entry in politics
Asif Zardari wants…",disagree,,
?????? ??,"RT @smsamalik: Bravo ?? #KPGOT , nothing can be describe better a welfare state more than this example, 
PDM Tabah de ??
#PakistanRejectsPDM",disagree,,
PTI,"RT @LiaquatIVF: Pakistan is moving forward under Imran Khan's regime.
1.Textile sector running at its full capacity after 30 years
2.Pakist…",disagree,,
?????? ??,"RT @Fazalkharoti: I Reject PDM From Quetta

#PakistanRejectsPDM",disagree,,
PTI Tank,PDM has only succeeded in bringing their own political workers in the political gatherings rather than the common m… https://t.co/7jwUISSc0B,disagree,,
?????? ??,"RT @saifurrehman_m: #PakistanRejectsPDM 
Pakistan Daku Movement is failed.",disagree,,
?????? ??,"RT @khsaqib9: Pak people rejects all chor parties
#PakistanRejectsPDM",disagree,,
khurram,"RT @hamzaakrampk: Earlier Pakistanis and especially Pashtun Pakistanis rejected PTM.

Now once again all Pakistanis have rejected PDM as we…",disagree,,
?????? ??,"RT @NaseemKWazir592: I am Muhammad Naseem Khan Wazir, a common Pakistani and I strongly reject PDM 
#PakistanRejectsPDM",disagree,,
Saad Khan Zada ????,"RT @U_3322: Imran Khan became the Prime Minister by the power of vote. No power in the world can remove it without any reason.
#PakistanRe…",disagree,,
NuMaN NuMii,"#PDM wanted to resign @ImranKhanPTI also #PTIGovernment and go home....?
#PTIForeignFunding #PakistanRejectsPDM https://t.co/5HhbPsNQPv",neutral,,
?????? ??,"RT @hisbanspeaks: #PakistanRejectsPDM

I, Hisban Memon from Hyderabad, reject PDM",disagree,,
Rasheed Safi,"All major access road to #Islamabad are open for #PDM including #expressway ,#srinagarhighway and #murrehighway… https://t.co/CxjpefQkWC",neutral,,
?????? ??,"RT @isizindabad786: #PakistanRejectsPDM
No to NRO https://t.co/2ULmTUtJw0",disagree,,
"IFTIKHAR AHMAD PTI, ????????","RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
????? ??? ?????,"RT @PTIOfficialISB: Public has rejected the anti-state narratives by PDM.

Every person has access to social media so majority knows what's…",disagree,,
?????? ??,"RT @PTITankOfficial: These parties are fully corrupted,
They have exposed badly,
Every pakistani &amp; world also knows about their fraud. that…",disagree,,
?????? ??,"RT @PTITankOfficial: Imran Khan became the Prime Minister by the power of vote. No power in the world can remove it without any reason.
#P…",disagree,,
?????? ????????????.??,RT @InsafPK: One of the reasons why #PakistanRejectsPDM is that the people have seen PM Imran Khan’s policies being successful. Textile ind…,disagree,,
ELPatron IK?? ????????,RT @Waleedadnan9: I Mohammad Waleed Adnan reject PDM from Lahore. But urges Imran Khan to improve governance and control Electricity Prices…,disagree,,
?????? ??,"RT @mueez2014: #PakistanRejectsPDM

I, Mueez Ahmad from Faisalabad, reject PDM",disagree,,
Ramisha,"RT @nazar_lahori: #PakistanRejectsPDM
Let me say this today Allah is with us and we believe in his commands. He gave us hope in shape of Im…",disagree,,
